Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
32,4,148.44,3,1,1,311,Loyal Customers
18,166,2348.82,3,4,4,344,Best Customers
253,26,229.33,1,2,1,121,Lost Customers
22,674,3967.78,3,4,4,344,Best Customers
21,108,1502.35,3,4,3,343,Best Customers
7,228,2007.44,4,4,4,444,Best Customers
24,263,1517.08,3,4,3,343,Best Customers
18,86,746.92,3,3,3,333,Best Customers
172,78,459.9,1,3,2,132,Lost Customers
162,24,110.92,1,2,1,121,Lost Customers
6,41,538.46,4,2,2,422,Loyal Customers
10,15,213.3,4,1,1,411,Loyal Customers
113,29,85.13000000000001,2,2,1,221,Almost Lost
287,28,127.86,1,2,1,121,Lost Customers
8,261,3542.51,4,4,4,444,Best Customers
53,81,292.71999999999997,2,3,1,231,Lost Customers
6,702,4954.84,4,4,4,444,Best Customers
76,116,1655.76,2,4,4,244,Big Spenders
3,61,575.63,4,3,2,432,Lost Customers
36,29,436.06,3,2,2,322,Loyal Customers
216,17,90.12,1,1,1,111,Lost Customers
59,56,437.23,2,3,2,232,Lost Customers
277,14,217.2,1,1,1,111,Lost Customers
11,925,4758.2,4,4,4,444,Best Customers
23,31,279.77,3,2,1,321,Loyal Customers
28,20,473.65000000000003,3,2,2,322,Loyal Customers
11,31,722.74,4,2,3,423,Loyal Customers
351,1,134.55,1,1,1,111,Lost Customers
8,117,1319.69,4,4,3,443,Best Customers
49,8,173.16,3,1,1,311,Loyal Customers
18,7,186.01,3,1,1,311,Loyal Customers
2,53,758.29,4,3,3,433,Best Customers
103,31,1375.71,2,2,3,223,Almost Lost
6,330,4109.97,4,4,4,444,Best Customers
11,57,650.4300000000001,4,3,3,433,Best Customers
4,215,2552.86,4,4,4,444,Best Customers
31,104,607.45,3,4,2,342,Lost Customers
177,168,702.25,1,4,3,143,Big Spenders
37,45,940.6700000000001,3,3,3,333,Best Customers
150,39,258.88,1,2,1,121,Lost Customers
161,13,127.1,1,1,1,111,Lost Customers
68,51,348.6,2,3,2,232,Lost Customers
120,151,3429.9700000000003,2,4,4,244,Big Spenders
24,44,682.9100000000001,3,3,3,333,Best Customers
23,125,722.61,3,4,3,343,Best Customers
176,31,455.3,1,2,2,122,Almost Lost
49,9,913.6800000000001,3,1,3,313,Loyal Customers
252,30,456.58,1,2,2,122,Almost Lost
288,1,-30.19,1,1,1,111,Lost Customers
46,24,388.58,3,2,2,322,Loyal Customers
70,5,199.8,2,1,1,211,Almost Lost
15,104,1767.53,4,4,4,444,Best Customers
100,84,1343.34,2,3,3,233,Big Spenders
29,23,315.71999999999997,3,2,2,322,Loyal Customers
34,16,235.68,3,1,1,311,Loyal Customers
26,52,761.74,3,3,3,333,Best Customers
10,414,6745.36,4,4,4,444,Best Customers
7,54,1083.63,4,3,3,433,Best Customers
78,2,48.480000000000004,2,1,1,211,Almost Lost
51,17,216.39,2,1,1,211,Almost Lost
35,67,1198.23,3,3,3,333,Best Customers
56,91,2422.64,2,3,4,234,Big Spenders
336,13,104.76,1,1,1,111,Lost Customers
27,60,1093.68,3,3,3,333,Best Customers
182,18,270.03000000000003,1,2,1,121,Lost Customers
51,6,112.46000000000001,2,1,1,211,Almost Lost
9,45,1568.39,4,3,3,433,Best Customers
35,6,195.15,3,1,1,311,Loyal Customers
9,429,10360.04,4,4,4,444,Best Customers
32,49,747.031,3,3,3,333,Best Customers
10,3,336.40000000000003,4,1,2,412,Loyal Customers
49,104,1524.4,3,4,3,343,Best Customers
3,18,1158.77,4,2,3,423,Loyal Customers
2,214,3224.53,4,4,4,444,Best Customers
140,19,301.03,2,2,2,222,Almost Lost
116,34,588.13,2,2,2,222,Almost Lost
99,68,1504.56,2,3,3,233,Big Spenders
74,49,675.8,2,3,3,233,Big Spenders
4,157,2865.64,4,4,4,444,Best Customers
44,61,1180.4,3,3,3,333,Best Customers
15,177,3147.31,4,4,4,444,Best Customers
16,15,243.55,4,1,1,411,Loyal Customers
89,25,724.76,2,2,3,223,Almost Lost
52,15,223.36,2,1,1,211,Almost Lost
300,2,-94.0,1,1,1,111,Lost Customers
133,25,425.32,2,2,2,222,Almost Lost
3,495,12433.34,4,4,4,444,Best Customers
104,119,1887.2,2,4,4,244,Big Spenders
178,36,647.4,1,2,2,122,Almost Lost
165,238,813.0,1,4,3,143,Big Spenders
18,52,612.01,3,3,2,332,Lost Customers
157,36,425.14000000000004,1,2,2,122,Almost Lost
203,28,599.9,1,2,2,122,Almost Lost
335,2,816.0,1,1,3,113,Lost Customers
36,32,646.3,3,2,2,322,Loyal Customers
90,21,337.74,2,2,2,222,Almost Lost
92,6,877.4399999999999,2,1,3,213,Almost Lost
8,21,922.53,4,2,3,423,Loyal Customers
232,37,511.32,1,2,2,122,Almost Lost
44,47,748.5,3,3,3,333,Best Customers
22,1,30.0,3,1,1,311,Loyal Customers
189,56,958.9,1,3,3,133,Big Spenders
43,11,306.45,3,1,2,312,Loyal Customers
24,94,1552.01,3,3,3,333,Best Customers
316,5,309.8,1,1,2,112,Lost Customers
105,9,138.14,2,1,1,211,Almost Lost
50,19,358.63,2,2,2,222,Almost Lost
167,116,2242.01,1,4,4,144,Big Spenders
39,13,301.32,3,1,2,312,Loyal Customers
217,1,76.32000000000001,1,1,1,111,Lost Customers
39,35,677.69,3,2,3,323,Loyal Customers
296,12,173.05,1,1,1,111,Lost Customers
18,81,2635.4900000000002,3,3,4,334,Best Customers
87,155,2881.02,2,4,4,244,Big Spenders
72,135,1744.02,2,4,4,244,Big Spenders
80,21,323.69,2,2,2,222,Almost Lost
8,216,3324.09,4,4,4,444,Best Customers
48,33,657.23,3,2,3,323,Loyal Customers
52,12,352.7,2,1,2,212,Almost Lost
23,110,781.28,3,4,3,343,Best Customers
8,78,1333.68,4,3,3,433,Best Customers
17,67,946.36,3,3,3,333,Best Customers
116,10,193.75,2,1,1,211,Almost Lost
8,168,2981.5,4,4,4,444,Best Customers
119,9,254.1,2,1,1,211,Almost Lost
3,19,239.76,4,2,1,421,Loyal Customers
251,2,136.8,1,1,1,111,Lost Customers
27,12,191.04,3,1,1,311,Loyal Customers
0,79,6423.6,4,3,4,434,Best Customers
266,22,409.98,1,2,2,122,Almost Lost
32,177,2644.46,3,4,4,344,Best Customers
17,18,309.65,3,2,2,322,Loyal Customers
171,89,664.03,1,3,3,133,Big Spenders
1,237,1542.14,4,4,3,443,Best Customers
264,5,211.5,1,1,1,111,Lost Customers
139,117,2293.62,2,4,4,244,Big Spenders
200,6,143.1,1,1,1,111,Lost Customers
59,59,1001.8100000000001,2,3,3,233,Big Spenders
34,214,945.58,3,4,3,343,Best Customers
40,297,3329.7200000000003,3,4,4,344,Best Customers
283,6,133.25,1,1,1,111,Lost Customers
8,53,1072.3600000000001,4,3,3,433,Best Customers
142,20,346.75,2,2,2,222,Almost Lost
11,35,330.88,4,2,2,422,Loyal Customers
145,118,1118.81,1,4,3,143,Big Spenders
233,7,150.3,1,1,1,111,Lost Customers
32,938,5043.96,3,4,4,344,Best Customers
23,128,598.73,3,4,2,342,Lost Customers
11,91,507.08,4,3,2,432,Lost Customers
35,72,2181.21,3,3,4,334,Best Customers
364,41,203.1,1,2,1,121,Lost Customers
200,12,212.3,1,1,1,111,Lost Customers
14,32,415.25,4,2,2,422,Loyal Customers
16,302,5178.96,4,4,4,444,Best Customers
48,4,-134.8,3,1,1,311,Loyal Customers
197,6,62.0,1,1,1,111,Lost Customers
65,73,1108.38,2,3,3,233,Big Spenders
211,14,294.12,1,1,2,112,Lost Customers
282,10,162.3,1,1,1,111,Lost Customers
114,26,1339.45,2,2,3,223,Almost Lost
14,81,1121.21,4,3,3,433,Best Customers
18,176,4788.77,3,4,4,344,Best Customers
65,8,449.12,2,1,2,212,Almost Lost
48,9,154.88,3,1,1,311,Loyal Customers
15,88,784.46,4,3,3,433,Best Customers
77,3,34.8,2,1,1,211,Almost Lost
8,65,1071.24,4,3,3,433,Best Customers
133,29,182.96,2,2,1,221,Almost Lost
12,93,974.04,4,3,3,433,Best Customers
39,21,149.31,3,2,1,321,Loyal Customers
234,15,21535.9,1,1,4,114,Lost Customers
2,295,2451.23,4,4,4,444,Best Customers
39,412,2628.93,3,4,4,344,Best Customers
304,1,79.2,1,1,1,111,Lost Customers
50,29,455.67,2,2,2,222,Almost Lost
0,149,2318.88,4,4,4,444,Best Customers
60,192,532.96,2,4,2,242,Lost Customers
65,45,714.42,2,3,3,233,Big Spenders
24,9,205.25,3,1,1,311,Loyal Customers
217,7,253.04,1,1,1,111,Lost Customers
64,37,583.75,2,2,2,222,Almost Lost
31,63,1048.67,3,3,3,333,Best Customers
80,188,3245.47,2,4,4,244,Big Spenders
63,11,315.06,2,1,2,212,Almost Lost
115,28,581.8299999999999,2,2,2,222,Almost Lost
6,147,51823.72,4,4,4,444,Best Customers
5,10,635.6800000000001,4,1,2,412,Loyal Customers
68,25,270.8,2,2,1,221,Almost Lost
244,7,104.9,1,1,1,111,Lost Customers
132,18,241.62,2,2,1,221,Almost Lost
240,22,1021.61,1,2,3,123,Almost Lost
183,29,475.28000000000003,1,2,2,122,Almost Lost
24,21,333.56,3,2,2,322,Loyal Customers
9,44,2593.94,4,3,4,434,Best Customers
10,14,246.3,4,1,1,411,Loyal Customers
29,87,2303.75,3,3,4,334,Best Customers
43,280,4834.2,3,4,4,344,Best Customers
25,206,948.05,3,4,3,343,Best Customers
357,25,351.3,1,2,2,122,Almost Lost
9,35,220.85,4,2,1,421,Loyal Customers
43,76,1604.44,3,3,3,333,Best Customers
8,13,948.96,4,1,3,413,Loyal Customers
149,42,610.01,1,2,2,122,Almost Lost
0,135,2666.61,4,4,4,444,Best Customers
112,8,2207.4,2,1,4,214,Almost Lost
75,98,884.14,2,3,3,233,Big Spenders
106,119,699.08,2,4,3,243,Big Spenders
45,69,1042.19,3,3,3,333,Best Customers
142,3,-451.42,2,1,1,211,Almost Lost
50,8,415.82000000000005,2,1,2,212,Almost Lost
0,274,3848.55,4,4,4,444,Best Customers
22,307,5452.17,3,4,4,344,Best Customers
45,31,784.58,3,2,3,323,Loyal Customers
49,48,903.9,3,3,3,333,Best Customers
305,210,3724.77,1,4,4,144,Big Spenders
35,43,399.21,3,3,2,332,Lost Customers
78,112,1145.43,2,4,3,243,Big Spenders
16,139,2171.32,4,4,4,444,Best Customers
106,41,1801.14,2,2,4,224,Almost Lost
207,40,1303.9099999999999,1,2,3,123,Almost Lost
2,74,1842.73,4,3,4,434,Best Customers
63,49,2100.6,2,3,4,234,Big Spenders
48,123,1905.45,3,4,4,344,Best Customers
319,17,206.98,1,1,1,111,Lost Customers
43,62,570.96,3,3,2,332,Lost Customers
2,33,885.47,4,2,3,423,Loyal Customers
336,17,-840.76,1,1,1,111,Lost Customers
171,20,532.94,1,2,2,122,Almost Lost
50,69,1649.3600000000001,2,3,4,234,Big Spenders
72,134,1641.48,2,4,4,244,Big Spenders
98,51,636.14,2,3,2,232,Lost Customers
28,41,547.7,3,2,2,322,Loyal Customers
57,69,747.76,2,3,3,233,Big Spenders
253,54,836.79,1,3,3,133,Big Spenders
69,276,2084.9,2,4,4,244,Big Spenders
43,50,954.09,3,3,3,333,Best Customers
44,12,117.47,3,1,1,311,Loyal Customers
64,24,391.98,2,2,2,222,Almost Lost
10,169,33350.76,4,4,4,444,Best Customers
24,65,1020.74,3,3,3,333,Best Customers
58,28,345.66,2,2,2,222,Almost Lost
63,50,1209.1,2,3,3,233,Big Spenders
303,8,118.95000000000002,1,1,1,111,Lost Customers
45,11,130.73999999999998,3,1,1,311,Loyal Customers
17,140,3650.87,3,4,4,344,Best Customers
37,22,389.27,3,2,2,322,Loyal Customers
18,97,238.85,3,3,1,331,Lost Customers
186,22,160.71,1,2,1,121,Lost Customers
51,30,110.8,2,2,1,221,Almost Lost
3,140,2974.65,4,4,4,444,Best Customers
136,80,712.24,2,3,3,233,Big Spenders
3,653,16173.67,4,4,4,444,Best Customers
18,14,297.0,3,1,2,312,Loyal Customers
15,191,1438.85,4,4,3,443,Best Customers
40,142,977.21,3,4,3,343,Best Customers
11,547,3000.36,4,4,4,444,Best Customers
7,147,832.88,4,4,3,443,Best Customers
25,18,68.84,3,2,1,321,Loyal Customers
21,24,1769.7800000000002,3,2,4,324,Loyal Customers
40,40,895.13,3,2,3,323,Loyal Customers
100,45,230.53,2,3,1,231,Lost Customers
4,463,3797.79,4,4,4,444,Best Customers
276,15,149.64,1,1,1,111,Lost Customers
32,76,354.09000000000003,3,3,2,332,Lost Customers
14,128,360.93,4,4,2,442,Lost Customers
62,137,4330.67,2,4,4,244,Big Spenders
1,131,440.78,4,4,2,442,Lost Customers
368,106,313.28000000000003,1,4,2,142,Lost Customers
311,32,438.24,1,2,2,122,Almost Lost
198,24,495.36,1,2,2,122,Almost Lost
1,49,396.48,4,3,2,432,Lost Customers
92,18,379.35,2,2,2,222,Almost Lost
59,12,181.09,2,1,1,211,Almost Lost
79,14,141.27,2,1,1,211,Almost Lost
156,93,446.87,1,3,2,132,Lost Customers
226,62,524.52,1,3,2,132,Lost Customers
252,41,263.55,1,2,1,121,Lost Customers
149,11,179.17,1,1,1,111,Lost Customers
193,24,222.05,1,2,1,121,Lost Customers
0,87,1384.68,4,3,3,433,Best Customers
368,4,56.25,1,1,1,111,Lost Customers
23,51,351.11,3,3,2,332,Lost Customers
16,116,363.88,4,4,2,442,Lost Customers
9,75,5126.34,4,3,4,434,Best Customers
7,30,164.68,4,2,1,421,Loyal Customers
19,151,1521.79,3,4,3,343,Best Customers
3,249,967.45,4,4,3,443,Best Customers
173,7,191.94,1,1,1,111,Lost Customers
0,267,1232.18,4,4,3,443,Best Customers
177,19,264.62,1,2,1,121,Lost Customers
15,160,1491.24,4,4,3,443,Best Customers
247,12,123.1,1,1,1,111,Lost Customers
190,40,334.23,1,2,2,122,Almost Lost
19,143,639.89,3,4,2,342,Lost Customers
153,60,167.5,1,3,1,131,Lost Customers
172,25,336.03000000000003,1,2,2,122,Almost Lost
371,12,363.6,1,1,2,112,Lost Customers
372,21,127.08,1,2,1,121,Lost Customers
193,12,207.15,1,1,1,111,Lost Customers
66,21,426.63,2,2,2,222,Almost Lost
3,119,2461.85,4,4,4,444,Best Customers
20,74,1107.46,3,3,3,333,Best Customers
238,12,416.86,1,1,2,112,Lost Customers
63,7,145.35,2,1,1,211,Almost Lost
111,18,404.58,2,2,2,222,Almost Lost
89,77,6102.26,2,3,4,234,Big Spenders
310,2,31.799999999999997,1,1,1,111,Lost Customers
133,14,337.44,2,1,2,212,Almost Lost
276,6,325.1,1,1,2,112,Lost Customers
364,2,181.0,1,1,1,111,Lost Customers
82,29,1708.24,2,2,4,224,Almost Lost
7,60,955.24,4,3,3,433,Best Customers
16,19,364.72,4,2,2,422,Loyal Customers
1,103,1705.26,4,4,4,444,Best Customers
0,43,669.57,4,3,3,433,Best Customers
33,91,806.57,3,3,3,333,Best Customers
14,103,1634.53,4,4,4,444,Best Customers
23,185,4389.81,3,4,4,344,Best Customers
31,42,428.89,3,2,2,322,Loyal Customers
73,7,104.35,2,1,1,211,Almost Lost
19,28,470.76,3,2,2,322,Loyal Customers
16,122,845.64,4,4,3,443,Best Customers
22,84,418.83,3,3,2,332,Lost Customers
2,21,582.9,4,2,2,422,Loyal Customers
303,11,314.1,1,1,2,112,Lost Customers
17,35,4199.85,3,2,4,324,Loyal Customers
235,6,99.77000000000002,1,1,1,111,Lost Customers
38,177,3429.55,3,4,4,344,Best Customers
83,24,371.01,2,2,2,222,Almost Lost
164,98,430.94,1,3,2,132,Lost Customers
16,65,1054.73,4,3,3,433,Best Customers
76,49,1098.78,2,3,3,233,Big Spenders
88,43,2398.86,2,3,4,234,Big Spenders
24,97,3408.48,3,3,4,334,Best Customers
21,113,1475.02,3,4,3,343,Best Customers
2,275,2816.97,4,4,4,444,Best Customers
122,38,1037.42,2,2,3,223,Almost Lost
29,14,168.12,3,1,1,311,Loyal Customers
11,140,1451.28,4,4,3,443,Best Customers
18,27,158.03,3,2,1,321,Loyal Customers
43,52,792.11,3,3,3,333,Best Customers
3,3,41.989999999999995,4,1,1,411,Loyal Customers
8,560,2756.82,4,4,4,444,Best Customers
54,35,427.07,2,2,2,222,Almost Lost
87,131,1044.78,2,4,3,243,Big Spenders
36,509,3084.17,3,4,4,344,Best Customers
2,9,12393.7,4,1,4,414,Loyal Customers
29,103,2735.37,3,4,4,344,Best Customers
11,218,615.39,4,4,2,442,Lost Customers
210,8,101.4,1,1,1,111,Lost Customers
47,385,1701.94,3,4,4,344,Best Customers
23,33,478.78,3,2,2,322,Loyal Customers
21,90,992.71,3,3,3,333,Best Customers
245,86,407.5,1,3,2,132,Lost Customers
7,212,3362.71,4,4,4,444,Best Customers
34,94,1415.29,3,3,3,333,Best Customers
3,151,33366.25,4,4,4,444,Best Customers
35,148,653.13,3,4,3,343,Best Customers
3,184,690.54,4,4,3,443,Best Customers
2,237,1483.31,4,4,3,443,Best Customers
46,32,211.88,3,2,1,321,Loyal Customers
38,28,408.90000000000003,3,2,2,322,Loyal Customers
1,165,3450.2400000000002,4,4,4,444,Best Customers
16,46,851.01,4,3,3,433,Best Customers
259,76,628.28,1,3,2,132,Lost Customers
45,101,719.81,3,3,3,333,Best Customers
11,64,251.24,4,3,1,431,Lost Customers
29,28,439.65999999999997,3,2,2,322,Loyal Customers
42,32,236.09,3,2,1,321,Loyal Customers
91,17,852.12,2,1,3,213,Almost Lost
38,274,50992.61,3,4,4,344,Best Customers
309,29,331.24,1,2,2,122,Almost Lost
91,100,548.94,2,3,2,232,Lost Customers
5,1152,8727.61,4,4,4,444,Best Customers
195,22,437.7,1,2,2,122,Almost Lost
86,55,758.92,2,3,3,233,Big Spenders
269,39,855.02,1,2,3,123,Almost Lost
7,28,454.33000000000004,4,2,2,422,Loyal Customers
64,65,1313.55,2,3,3,233,Big Spenders
30,6,3166.4,3,1,4,314,Loyal Customers
21,75,1147.37,3,3,3,333,Best Customers
37,39,773.99,3,2,3,323,Loyal Customers
119,83,1340.7,2,3,3,233,Big Spenders
85,9,243.69000000000003,2,1,1,211,Almost Lost
39,312,1111.79,3,4,3,343,Best Customers
173,10,137.9,1,1,1,111,Lost Customers
53,34,362.06,2,2,2,222,Almost Lost
32,84,1511.95,3,3,3,333,Best Customers
144,70,783.9,1,3,3,133,Big Spenders
220,8,134.8,1,1,1,111,Lost Customers
44,68,664.85,3,3,3,333,Best Customers
3,134,2140.2200000000003,4,4,4,444,Best Customers
65,180,1459.8600000000001,2,4,3,243,Big Spenders
268,1,-29.95,1,1,1,111,Lost Customers
9,64,1153.62,4,3,3,433,Best Customers
259,23,335.32,1,2,2,122,Almost Lost
364,74,372.09,1,3,2,132,Lost Customers
16,102,1521.87,4,3,3,433,Best Customers
21,33,852.15,3,2,3,323,Loyal Customers
44,21,326.24,3,2,2,322,Loyal Customers
287,23,584.3199999999999,1,2,2,122,Almost Lost
291,2,94.35,1,1,1,111,Lost Customers
2,131,2173.53,4,4,4,444,Best Customers
283,1,79.2,1,1,1,111,Lost Customers
16,21,1352.0,4,2,3,423,Loyal Customers
81,11,176.6,2,1,1,211,Almost Lost
55,227,2806.9,2,4,4,244,Big Spenders
100,31,1317.62,2,2,3,223,Almost Lost
298,38,436.18,1,2,2,122,Almost Lost
22,167,981.51,3,4,3,343,Best Customers
58,40,1119.31,2,2,3,223,Almost Lost
154,18,315.06,1,2,2,122,Almost Lost
98,53,779.36,2,3,3,233,Big Spenders
106,1,17.0,2,1,1,211,Almost Lost
11,67,1041.83,4,3,3,433,Best Customers
263,12,320.62,1,1,2,112,Lost Customers
239,10,185.04999999999998,1,1,1,111,Lost Customers
87,67,2005.63,2,3,4,234,Big Spenders
49,39,731.9,3,2,3,323,Loyal Customers
8,83,1245.96,4,3,3,433,Best Customers
41,57,1842.14,3,3,4,334,Best Customers
6,48,1429.64,4,3,3,433,Best Customers
61,29,302.36,2,2,2,222,Almost Lost
248,13,336.96,1,1,2,112,Lost Customers
65,6,108.38,2,1,1,211,Almost Lost
17,31,3204.1600000000003,3,2,4,324,Loyal Customers
84,49,816.1,2,3,3,233,Big Spenders
218,18,611.88,1,2,2,122,Almost Lost
44,354,1337.48,3,4,3,343,Best Customers
142,16,195.73999999999998,2,1,1,211,Almost Lost
182,30,161.38,1,2,1,121,Lost Customers
170,8,135.75000000000003,1,1,1,111,Lost Customers
9,284,1667.97,4,4,4,444,Best Customers
205,35,592.88,1,2,2,122,Almost Lost
189,30,232.21,1,2,1,121,Lost Customers
7,16,423.36,4,1,2,412,Loyal Customers
58,32,1294.14,2,2,3,223,Almost Lost
56,212,867.11,2,4,3,243,Big Spenders
72,38,684.4200000000001,2,2,3,223,Almost Lost
51,16,307.78,2,1,2,212,Almost Lost
315,16,187.15,1,1,1,111,Lost Customers
366,13,289.35,1,1,1,111,Lost Customers
28,117,6287.77,3,4,4,344,Best Customers
38,40,656.25,3,2,3,323,Loyal Customers
17,89,1880.22,3,3,4,334,Best Customers
51,78,3506.54,2,3,4,234,Big Spenders
3,365,14305.66,4,4,4,444,Best Customers
21,38,603.69,3,2,2,322,Loyal Customers
262,21,517.55,1,2,2,122,Almost Lost
59,37,709.38,2,2,3,223,Almost Lost
367,1,-7.95,1,1,1,111,Lost Customers
18,31,635.41,3,2,2,322,Loyal Customers
52,37,703.77,2,2,3,223,Almost Lost
87,30,620.4,2,2,2,222,Almost Lost
249,37,535.34,1,2,2,122,Almost Lost
2,118,2419.84,4,4,4,444,Best Customers
246,1,175.2,1,1,1,111,Lost Customers
8,237,3741.98,4,4,4,444,Best Customers
156,29,734.13,1,2,3,123,Almost Lost
133,22,375.0,2,2,2,222,Almost Lost
295,1,76.32000000000001,1,1,1,111,Lost Customers
4,18,280.52,4,2,1,421,Loyal Customers
38,136,1906.07,3,4,4,344,Best Customers
268,29,1829.04,1,2,4,124,Almost Lost
49,89,1824.23,3,3,4,334,Best Customers
8,139,3024.62,4,4,4,444,Best Customers
15,19,644.24,4,2,2,422,Loyal Customers
281,14,348.2,1,1,2,112,Lost Customers
63,22,1009.4499999999999,2,2,3,223,Almost Lost
1,502,5352.97,4,4,4,444,Best Customers
251,2,37.4,1,1,1,111,Lost Customers
224,7,441.59999999999997,1,1,2,112,Lost Customers
16,35,802.53,4,2,3,423,Loyal Customers
10,99,3770.6,4,3,4,434,Best Customers
7,85,1822.97,4,3,4,434,Best Customers
50,127,1880.4199999999998,2,4,4,244,Big Spenders
58,3,73.2,2,1,1,211,Almost Lost
94,69,1140.21,2,3,3,233,Big Spenders
15,87,1406.57,4,3,3,433,Best Customers
125,23,1009.5500000000001,2,2,3,223,Almost Lost
93,58,1037.59,2,3,3,233,Big Spenders
49,15,331.95,3,1,2,312,Loyal Customers
137,8,197.9,2,1,1,211,Almost Lost
60,11,215.83,2,1,1,211,Almost Lost
99,176,10217.48,2,4,4,244,Big Spenders
72,11,305.54,2,1,2,212,Almost Lost
71,28,6617.65,2,2,4,224,Almost Lost
66,15,338.71000000000004,2,1,2,212,Almost Lost
63,46,1155.54,2,3,3,233,Big Spenders
16,31,529.41,4,2,2,422,Loyal Customers
22,219,3991.94,3,4,4,344,Best Customers
31,297,6841.24,3,4,4,344,Best Customers
44,67,981.86,3,3,3,333,Best Customers
15,11,215.48,4,1,1,411,Loyal Customers
39,6,215.08,3,1,1,311,Loyal Customers
2,151,4913.32,4,4,4,444,Best Customers
236,19,314.45,1,2,2,122,Almost Lost
74,15,400.68100000000004,2,1,2,212,Almost Lost
3,179,1080.6200000000001,4,4,3,443,Best Customers
2,115,1821.52,4,4,4,444,Best Customers
360,18,365.27,1,2,2,122,Almost Lost
58,36,589.15,2,2,2,222,Almost Lost
22,57,405.71,3,3,2,332,Lost Customers
30,98,761.38,3,3,3,333,Best Customers
54,63,537.0600000000001,2,3,2,232,Lost Customers
24,19,394.38,3,2,2,322,Loyal Customers
44,66,664.26,3,3,3,333,Best Customers
88,46,2262.62,2,3,4,234,Big Spenders
1,123,21086.3,4,4,4,444,Best Customers
80,24,542.77,2,2,2,222,Almost Lost
18,43,681.19,3,3,3,333,Best Customers
78,6,159.0,2,1,1,211,Almost Lost
170,44,1062.75,1,3,3,133,Big Spenders
80,14,242.35,2,1,1,211,Almost Lost
266,37,914.9300000000001,1,2,3,123,Almost Lost
234,19,259.39000000000004,1,2,1,121,Lost Customers
29,90,3054.87,3,3,4,334,Best Customers
36,97,864.86,3,3,3,333,Best Customers
317,137,846.72,1,4,3,143,Big Spenders
56,96,1295.3,2,3,3,233,Big Spenders
44,134,1096.32,3,4,3,343,Best Customers
202,8,255.12,1,1,1,111,Lost Customers
218,7,308.32000000000005,1,1,2,112,Lost Customers
86,47,1010.6,2,3,3,233,Big Spenders
189,35,542.03,1,2,2,122,Almost Lost
32,38,983.23,3,2,3,323,Loyal Customers
70,25,422.13,2,2,2,222,Almost Lost
40,48,858.41,3,3,3,333,Best Customers
77,20,432.2,2,2,2,222,Almost Lost
56,21,372.9,2,2,2,222,Almost Lost
7,142,3693.81,4,4,4,444,Best Customers
9,662,2607.87,4,4,4,444,Best Customers
7,295,3598.26,4,4,4,444,Best Customers
33,51,409.1,3,3,2,332,Lost Customers
211,91,1522.75,1,3,3,133,Big Spenders
23,93,1352.3600000000001,3,3,3,333,Best Customers
169,16,114.56,1,1,1,111,Lost Customers
61,7,152.94,2,1,1,211,Almost Lost
52,69,1800.07,2,3,4,234,Big Spenders
260,24,389.44,1,2,2,122,Almost Lost
365,21,-295.09,1,2,1,121,Lost Customers
31,124,3665.62,3,4,4,344,Best Customers
16,274,2609.3,4,4,4,444,Best Customers
257,14,732.63,1,1,3,113,Lost Customers
176,2,46.95,1,1,1,111,Lost Customers
44,135,5203.51,3,4,4,344,Best Customers
50,18,1035.45,2,2,3,223,Almost Lost
16,124,746.83,4,4,3,443,Best Customers
360,3,-31.65,1,1,1,111,Lost Customers
8,260,5423.15,4,4,4,444,Best Customers
73,61,861.89,2,3,3,233,Big Spenders
70,45,667.65,2,3,3,233,Big Spenders
352,54,1141.24,1,3,3,133,Big Spenders
2,134,1423.29,4,4,3,443,Best Customers
116,25,411.7,2,2,2,222,Almost Lost
372,67,357.95,1,3,2,132,Lost Customers
196,33,559.87,1,2,2,122,Almost Lost
176,6,810.6000000000001,1,1,3,113,Lost Customers
22,25,537.83,3,2,2,322,Loyal Customers
20,109,1496.68,3,4,3,343,Best Customers
71,17,2062.06,2,1,4,214,Almost Lost
339,11,168.3,1,1,1,111,Lost Customers
5,168,1531.51,4,4,3,443,Best Customers
30,109,823.97,3,4,3,343,Best Customers
169,8,142.5,1,1,1,111,Lost Customers
116,19,280.9,2,2,1,221,Almost Lost
8,120,2236.7400000000002,4,4,4,444,Best Customers
9,79,1328.55,4,3,3,433,Best Customers
212,23,275.4,1,2,1,121,Lost Customers
22,27,598.2,3,2,2,322,Loyal Customers
107,12,212.82,2,1,1,211,Almost Lost
25,167,5305.83,3,4,4,344,Best Customers
138,22,361.21999999999997,2,2,2,222,Almost Lost
213,44,602.27,1,3,2,132,Lost Customers
37,4,2560.0,3,1,4,314,Loyal Customers
91,44,686.67,2,3,3,233,Big Spenders
17,37,616.26,3,2,2,322,Loyal Customers
2,16,274.15000000000003,4,1,1,411,Loyal Customers
330,14,226.37,1,1,1,111,Lost Customers
63,156,2755.56,2,4,4,244,Big Spenders
119,69,1341.65,2,3,3,233,Big Spenders
34,19,328.15,3,2,2,322,Loyal Customers
217,3,404.40000000000003,1,1,2,112,Lost Customers
171,56,1038.46,1,3,3,133,Big Spenders
71,16,230.70000000000002,2,1,1,211,Almost Lost
0,37,326.75,4,2,2,422,Loyal Customers
195,1,207.50000000000003,1,1,1,111,Lost Customers
127,118,428.68,2,4,2,242,Lost Customers
43,20,510.54,3,2,2,322,Loyal Customers
